Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,Meriwether County,1303630,2015,Total enrollment,,4.00,18.00,4.00,64.00,1667.00,1070.00,94.00,2921.00,529.00,0.00,15.00
GA,Banks County,1300240,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Banks County,1300240,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Banks County,1300240,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Banks County,1300240,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Banks County,1300240,2015,Total enrollment,,4.00,28.00,0.00,235.00,67.00,2428.00,70.00,2832.00,440.00,21.00,109.00
GA,Bartow County,1300330,2015,Allegations - basis of race color or national origin,3.00,,,,,,,,,,,
GA,Bartow County,1300330,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Bartow County,1300330,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00,0.00,0.00,0.00
GA,Bartow County,1300330,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,6.00,2.00,0.00,8.00,0.00,0.00,0.00
GA,Bartow County,1300330,2015,Total enrollment,,28.00,121.00,8.00,1638.00,1251.00,10368.00,499.00,13913.00,1709.00,137.00,583.00
GA,Atlanta Public Schools,1300120,2015,Allegations - basis of race color or national origin,2.00,,,,,,,,,,,
GA,Atlanta Public Schools,1300120,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Atlanta Public Schools,1300120,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,2.00,0.00,0.00,4.00,2.00,0.00,2.00
GA,Atlanta Public Schools,1300120,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00
GA,Atlanta Public Schools,1300120,2015,Total enrollment,,93.00,568.00,48.00,3530.00,38628.00,7702.00,1031.00,51600.00,5544.00,303.00,1587.00
GA,Evans County,1302070,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Evans County,1302070,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Evans County,1302070,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Evans County,1302070,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Evans County,1302070,2015,Total enrollment,,0.00,16.00,0.00,469.00,652.00,704.00,44.00,1885.00,208.00,42.00,272.00
GA,Twiggs County,1305220,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Twiggs County,1305220,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Twiggs County,1305220,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Twiggs County,1305220,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Twiggs County,1305220,2015,Total enrollment,,0.00,4.00,2.00,6.00,522.00,279.00,15.00,828.00,114.00,0.00,4.00
GA,Grady County,1302460,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Grady County,1302460,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Grady County,1302460,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Grady County,1302460,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Grady County,1302460,2015,Total enrollment,,35.00,14.00,4.00,883.00,1537.00,2044.00,100.00,4617.00,437.00,36.00,472.00
GA,Jackson County,1302940,2015,Allegations - basis of race color or national origin,4.00,,,,,,,,,,,
GA,Jackson County,1302940,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Jackson County,1302940,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,4.00,0.00,6.00,0.00,0.00,0.00
GA,Jackson County,1302940,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,2.00,2.00,0.00,6.00,0.00,0.00,0.00
GA,Jackson County,1302940,2015,Total enrollment,,20.00,220.00,4.00,998.00,368.00,5597.00,248.00,7455.00,994.00,187.00,401.00
GA,Spalding County,1302520,2015,Allegations - basis of race color or national origin,3.00,,,,,,,,,,,
GA,Spalding County,1302520,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Spalding County,1302520,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,4.00,0.00,6.00,0.00,0.00,0.00
GA,Spalding County,1302520,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,4.00,2.00,0.00,6.00,0.00,0.00,0.00
GA,Spalding County,1302520,2015,Total enrollment,,28.00,85.00,10.00,746.00,4791.00,4313.00,400.00,10373.00,1114.00,67.00,304.00
GA,Whitfield County,1305700,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Whitfield County,1305700,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Whitfield County,1305700,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Whitfield County,1305700,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Whitfield County,1305700,2015,Total enrollment,,56.00,130.00,12.00,5453.00,221.00,7082.00,394.00,13348.00,1602.00,314.00,2415.00
GA,Baker County,1300180,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Baker County,1300180,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Baker County,1300180,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Baker County,1300180,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Baker County,1300180,2015,Total enrollment,,2.00,0.00,0.00,40.00,193.00,73.00,16.00,324.00,50.00,0.00,0.00
GA,Washington County,1305490,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Washington County,1305490,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Washington County,1305490,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Washington County,1305490,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Washington County,1305490,2015,Total enrollment,,4.00,14.00,0.00,31.00,2147.00,998.00,107.00,3301.00,391.00,86.00,17.00
GA,Commission Charter Schools- Coweta Charter Academy,1300222,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Commission Charter Schools- Coweta Charter Academy,1300222,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Commission Charter Schools- Coweta Charter Academy,1300222,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Commission Charter Schools- Coweta Charter Academy,1300222,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Commission Charter Schools- Coweta Charter Academy,1300222,2015,Total enrollment,,2.00,7.00,13.00,55.00,61.00,652.00,31.00,821.00,71.00,49.00,7.00
GA,Hart County,1302730,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Hart County,1302730,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Hart County,1302730,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Hart County,1302730,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Hart County,1302730,2015,Total enrollment,,10.00,40.00,2.00,269.00,827.00,2234.00,134.00,3516.00,406.00,113.00,95.00
GA,Glascock County,1302370,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Glascock County,1302370,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Glascock County,1302370,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Glascock County,1302370,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Glascock County,1302370,2015,Total enrollment,,0.00,0.00,0.00,10.00,34.00,526.00,10.00,580.00,53.00,0.00,0.00
GA,Treutlen County,1305100,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Treutlen County,1305100,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Treutlen County,1305100,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Treutlen County,1305100,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Treutlen County,1305100,2015,Total enrollment,,2.00,6.00,0.00,20.00,497.00,638.00,44.00,1207.00,127.00,11.00,4.00
GA,Department of Juvenile Justice,1300026,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Department of Juvenile Justice,1300026,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Department of Juvenile Justice,1300026,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Department of Juvenile Justice,1300026,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Department of Juvenile Justice,1300026,2015,Total enrollment,,6.00,10.00,0.00,52.00,756.00,167.00,31.00,1022.00,243.00,11.00,0.00
GA,Charlton County,1300990,2015,Allegations - basis of race color or national origin,5.00,,,,,,,,,,,
GA,Charlton County,1300990,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Charlton County,1300990,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Charlton County,1300990,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00
GA,Charlton County,1300990,2015,Total enrollment,,6.00,10.00,0.00,26.00,499.00,1072.00,88.00,1701.00,143.00,76.00,10.00
GA,Effingham County,1301980,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Effingham County,1301980,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Effingham County,1301980,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Effingham County,1301980,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Effingham County,1301980,2015,Total enrollment,,19.00,101.00,10.00,712.00,1813.00,8707.00,487.00,11849.00,1919.00,331.00,184.00
GA,Clinch County,1301260,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Clinch County,1301260,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Clinch County,1301260,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Clinch County,1301260,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Clinch County,1301260,2015,Total enrollment,,11.00,10.00,0.00,49.00,524.00,836.00,73.00,1503.00,157.00,25.00,16.00
GA,Quitman County,1304290,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Quitman County,1304290,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Quitman County,1304290,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Quitman County,1304290,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Quitman County,1304290,2015,Total enrollment,,0.00,0.00,0.00,0.00,236.00,74.00,13.00,323.00,43.00,4.00,0.00
GA,Dawson County,1301650,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Dawson County,1301650,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Dawson County,1301650,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Dawson County,1301650,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00
GA,Dawson County,1301650,2015,Total enrollment,,14.00,16.00,0.00,277.00,14.00,3107.00,56.00,3484.00,530.00,41.00,94.00
GA,Henry County,1302820,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Henry County,1302820,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Henry County,1302820,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Henry County,1302820,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Henry County,1302820,2015,Total enrollment,,82.00,1160.00,78.00,3671.00,21236.00,13871.00,1760.00,41858.00,5428.00,516.00,927.00
GA,Webster County,1305580,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Webster County,1305580,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Webster County,1305580,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Webster County,1305580,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Webster County,1305580,2015,Total enrollment,,0.00,2.00,0.00,32.00,167.00,188.00,14.00,403.00,36.00,2.00,4.00
GA,State Charter Schools- Georgia School for Innovation and the Classics,1300238,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Georgia School for Innovation and the Classics,1300238,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Georgia School for Innovation and the Classics,1300238,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Georgia School for Innovation and the Classics,1300238,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Georgia School for Innovation and the Classics,1300238,2015,Total enrollment,,5.00,0.00,4.00,19.00,94.00,328.00,25.00,475.00,38.00,13.00,0.00
GA,Atkinson County,1300090,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Atkinson County,1300090,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Atkinson County,1300090,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Atkinson County,1300090,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Atkinson County,1300090,2015,Total enrollment,,2.00,0.00,2.00,646.00,280.00,751.00,24.00,1705.00,203.00,45.00,166.00
GA,Oglethorpe County,1303990,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Oglethorpe County,1303990,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Oglethorpe County,1303990,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Oglethorpe County,1303990,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Oglethorpe County,1303990,2015,Total enrollment,,2.00,28.00,0.00,177.00,374.00,1475.00,103.00,2159.00,269.00,29.00,90.00
GA,Coffee County,1301350,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Coffee County,1301350,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Coffee County,1301350,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Coffee County,1301350,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Coffee County,1301350,2015,Total enrollment,,26.00,69.00,0.00,1427.00,2401.00,3709.00,200.00,7832.00,724.00,183.00,632.00
GA,Dodge County,1301770,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Dodge County,1301770,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Dodge County,1301770,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Dodge County,1301770,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Dodge County,1301770,2015,Total enrollment,,4.00,19.00,10.00,144.00,1207.00,1933.00,78.00,3395.00,465.00,23.00,50.00
GA,Fannin County,1302100,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Fannin County,1302100,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Fannin County,1302100,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00,0.00
GA,Fannin County,1302100,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00
GA,Fannin County,1302100,2015,Total enrollment,,8.00,10.00,4.00,119.00,15.00,2738.00,59.00,2953.00,367.00,0.00,47.00
GA,Bacon County,1300150,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Bacon County,1300150,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Bacon County,1300150,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bacon County,1300150,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bacon County,1300150,2015,Total enrollment,,6.00,12.00,4.00,256.00,448.00,1348.00,85.00,2159.00,347.00,60.00,115.00
GA,Social Circle City,1304540,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Social Circle City,1304540,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Social Circle City,1304540,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Social Circle City,1304540,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Social Circle City,1304540,2015,Total enrollment,,4.00,23.00,0.00,49.00,400.00,1183.00,49.00,1708.00,191.00,20.00,15.00
GA,Tift County,1304980,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Tift County,1304980,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Tift County,1304980,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Tift County,1304980,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Tift County,1304980,2015,Total enrollment,,10.00,85.00,2.00,1504.00,2731.00,3371.00,147.00,7850.00,856.00,146.00,745.00
GA,Columbia County,1301410,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Columbia County,1301410,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Columbia County,1301410,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Columbia County,1301410,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Columbia County,1301410,2015,Total enrollment,,95.00,1048.00,64.00,2430.00,5130.00,15807.00,1560.00,26134.00,2028.00,115.00,564.00
GA,Peach County,1304050,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Peach County,1304050,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Peach County,1304050,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Peach County,1304050,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Peach County,1304050,2015,Total enrollment,,10.00,30.00,0.00,540.00,1870.00,1130.00,102.00,3682.00,516.00,34.00,243.00
GA,Rockdale County,1304410,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Rockdale County,1304410,2015,Allegations - basis of religion,1.00,,,,,,,,,,,
GA,Rockdale County,1304410,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Rockdale County,1304410,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Rockdale County,1304410,2015,Total enrollment,,24.00,284.00,46.00,2502.00,11601.00,2778.00,555.00,17790.00,1734.00,0.00,899.00
GA,SCCPSS,1301020,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,SCCPSS,1301020,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,SCCPSS,1301020,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,SCCPSS,1301020,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,SCCPSS,1301020,2015,Total enrollment,,156.00,811.00,66.00,2556.00,22416.00,10991.00,2040.00,39036.00,4408.00,730.00,954.00
GA,Morgan County,1303780,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Morgan County,1303780,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Morgan County,1303780,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Morgan County,1303780,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,2.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00
GA,Morgan County,1303780,2015,Total enrollment,,4.00,40.00,0.00,171.00,905.00,1977.00,109.00,3206.00,347.00,130.00,61.00
GA,Putnam County,1304260,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Putnam County,1304260,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Putnam County,1304260,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Putnam County,1304260,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Putnam County,1304260,2015,Total enrollment,,0.00,26.00,0.00,361.00,1120.00,1264.00,103.00,2874.00,437.00,0.00,166.00
GA,Carroll County,1300840,2015,Allegations - basis of race color or national origin,14.00,,,,,,,,,,,
GA,Carroll County,1300840,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Carroll County,1300840,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,7.00,16.00,2.00,25.00,4.00,0.00,0.00
GA,Carroll County,1300840,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,12.00,15.00,2.00,29.00,0.00,0.00,0.00
GA,Carroll County,1300840,2015,Total enrollment,,37.00,92.00,10.00,1221.00,2572.00,10084.00,928.00,14944.00,2029.00,64.00,390.00
GA,Clayton County,1301230,2015,Allegations - basis of race color or national origin,8.00,,,,,,,,,,,
GA,Clayton County,1301230,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Clayton County,1301230,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,4.00,0.00,0.00,6.00,0.00,0.00,0.00
GA,Clayton County,1301230,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,2.00,0.00,4.00,8.00,2.00,0.00,16.00,2.00,0.00,0.00
GA,Clayton County,1301230,2015,Total enrollment,,139.00,2190.00,68.00,11119.00,37899.00,1430.00,1413.00,54258.00,5610.00,253.00,5787.00
GA,Lincoln County,1303330,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Lincoln County,1303330,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Lincoln County,1303330,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Lincoln County,1303330,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Lincoln County,1303330,2015,Total enrollment,,2.00,6.00,0.00,10.00,468.00,684.00,24.00,1194.00,138.00,19.00,0.00
GA,Butts County,1300690,2015,Allegations - basis of race color or national origin,5.00,,,,,,,,,,,
